iter	Logloss
599	0.2562170633
600	0.2562011052
601	0.2561915242
602	0.2561785082
603	0.2561604295
604	0.2561456552
605	0.25612809
606	0.2561137726
607	0.2560932522
608	0.2560752403
609	0.256055052
610	0.256041039
611	0.2560296248
612	0.2560164293
613	0.2560071077
614	0.2559923004
615	0.2559755168
616	0.2559687665
617	0.2559564993
618	0.2559481659
619	0.2559406812
620	0.2559303727
621	0.2559173966
622	0.2559037884
623	0.2558982664
624	0.2558874723
625	0.2558708964
626	0.2558618554
627	0.2558500671
628	0.2558374835
629	0.2558282057
630	0.2558187236
631	0.2558091825
632	0.2557995094
633	0.2557845356
634	0.2557768954
635	0.2557598006
636	0.2557474194
637	0.255729515
638	0.255719405
639	0.25571012
640	0.2556969718
641	0.2556863421
642	0.2556760926
643	0.2556622116
644	0.2556487829
645	0.2556362508
646	0.2556241976
647	0.2556109186
648	0.2555985268
649	0.2555949361
650	0.2555782097
651	0.2555588292
652	0.2555389579
653	0.2555304656
654	0.2555146546
655	0.255507636
656	0.2554913724
657	0.2554747617
658	0.2554587732
659	0.2554418433
660	0.25542519
661	0.2554075355
662	0.255392254
663	0.2553763958
664	0.2553571857
665	0.2553432898
666	0.2553265099
667	0.2553154593
668	0.2552980112
669	0.2552828057
670	0.2552641993
671	0.2552473796
672	0.2552324402
673	0.255219907
674	0.2552069084
675	0.2551988725
676	0.2551818235
677	0.2551692401
678	0.2551577693
679	0.2551418809
680	0.25512758
681	0.2551163805
682	0.2551075
683	0.2550985039
684	0.255085329
685	0.2550697048
686	0.2550518932
687	0.2550400213
688	0.2550225634
689	0.2550156288
690	0.2550099394
691	0.2549907001
692	0.2549861542
693	0.2549784894
694	0.2549656174
695	0.2549535579
696	0.2549393088
697	0.2549302446
698	0.2549175767
699	0.2549125315
700	0.2548993604
701	0.2548918616
702	0.2548767474
703	0.2548605463
704	0.2548486815
705	0.254834556
706	0.2548252363
707	0.2548141326
708	0.2547984874
709	0.2547821314
710	0.2547778635
711	0.2547630557
712	0.2547550441
713	0.2547453868
714	0.2547315516
715	0.254720221
716	0.2547073235
717	0.2546943515
718	0.2546805457
719	0.2546639504
720	0.2546533207
721	0.2546360276
722	0.2546248718
723	0.2546146421
724	0.2545994326
725	0.2545927372
726	0.254581115
727	0.2545693076
728	0.2545525426
729	0.2545429597
730	0.2545317529
731	0.254513158
732	0.2544994736
733	0.2544839031
734	0.254474841
735	0.2544658925
736	0.2544537141
737	0.2544408264
738	0.2544297153
739	0.2544169367
740	0.254401295
741	0.2543844594
742	0.2543682859
743	0.2543559625
744	0.2543473991
745	0.2543342682
746	0.2543257201
747	0.2543096676
748	0.2542971563
749	0.2542794659
750	0.2542714905
751	0.2542644877
752	0.2542539413
753	0.2542430454
754	0.2542374321
755	0.2542237697
756	0.2542102768
757	0.2542047241
758	0.2541977076
759	0.2541854739
760	0.2541714747
761	0.2541600157
762	0.2541505878
763	0.2541401994
764	0.2541201779
765	0.2541144168
766	0.2541046556
767	0.2540962837
768	0.2540863023
769	0.2540728252
770	0.2540618403
771	0.2540487876
772	0.2540340582
773	0.2540204694
774	0.254002984
775	0.2539972024
776	0.2539762198
777	0.253960414
778	0.253946737
779	0.2539336046
780	0.2539239707
781	0.2539103568
782	0.2538940801
783	0.2538842103
784	0.2538766713
785	0.2538623495
786	0.2538492814
787	0.2538348208
788	0.253820583
789	0.2538106214
790	0.2537959674
791	0.2537818621
792	0.2537746986
793	0.253763797
794	0.2537501047
795	0.2537376254
796	0.2537214957
797	0.2537082177
798	0.2536920322
799	0.2536754418
800	0.2536687756
801	0.2536612118
802	0.2536497096
803	0.2536388854
804	0.2536277263
805	0.2536120661
806	0.2535947455
807	0.2535788147
808	0.253562318
809	0.2535488087
810	0.2535409327
811	0.2535266642
812	0.2535124732
813	0.2534984244
814	0.2534882084
815	0.2534732981
816	0.2534636012
817	0.2534534
818	0.2534401366
819	0.2534325568
820	0.2534215704
821	0.2534095768
822	0.2533997197
823	0.2533879219
824	0.2533731267
825	0.2533558057
826	0.2533484295
827	0.253330042
828	0.2533178708
829	0.2533139424
830	0.2532908974
831	0.2532757869
832	0.2532673031
833	0.2532546799
834	0.2532439457
835	0.2532322571
836	0.2532206188
837	0.2532085262
838	0.2532015313
839	0.2531924706
840	0.2531811712
841	0.2531706613
842	0.2531601857
843	0.2531436756
844	0.2531277023
845	0.2531123953
846	0.2531002673
847	0.2530897694
848	0.2530760064
849	0.2530693361
850	0.25305736
851	0.2530390461
852	0.2530210216
853	0.2530042507
854	0.2530006994
855	0.2529890403
856	0.2529735705
857	0.2529578401
858	0.2529492088
859	0.2529371352
860	0.252922271
861	0.2529100606
862	0.2528933558
863	0.2528766963
864	0.252863011
865	0.2528530137
866	0.2528412828
867	0.2528278931
868	0.2528180397
869	0.2528067403
870	0.2527963443
871	0.2527799797
872	0.2527695578
873	0.2527583995
874	0.2527493354
875	0.2527393448
876	0.2527247358
877	0.2527160555
878	0.2527055408
879	0.2526940823
880	0.2526893299
881	0.252674199
882	0.2526580876
883	0.2526423253
884	0.2526272267
885	0.2526197944
886	0.2526055138
887	0.2525927457
888	0.2525815785
889	0.2525690129
890	0.2525552792
891	0.2525422039
892	0.2525282021
893	0.2525189085
894	0.2525055083
895	0.2524919359
896	0.2524809257
897	0.2524705961
898	0.2524549593
899	0.2524438359
900	0.2524341037
901	0.2524201505
902	0.2524096464
903	0.2523929655
904	0.2523870876
905	0.2523730349
906	0.2523641399
907	0.2523515079
908	0.2523382004
909	0.2523269258
910	0.2523116355
911	0.2522903517
912	0.252281771
913	0.2522692457
914	0.2522584954
915	0.2522406766
916	0.2522309259
917	0.2522223379
918	0.2522112068
919	0.2521901384
920	0.2521735834
921	0.2521590529
922	0.2521422942
923	0.2521303827
924	0.2521250098
925	0.2521079181
926	0.2520976963
927	0.2520895997
928	0.2520700882
929	0.2520596181
930	0.2520472728
931	0.2520348809
932	0.2520291034
933	0.2520203227
934	0.2520072705
935	0.2519942334
936	0.2519840035
937	0.2519709672
938	0.2519554039
939	0.2519383611
940	0.2519268447
941	0.2519108484
942	0.2519033761
943	0.2518955169
944	0.2518847109
945	0.2518759547
946	0.2518600229
947	0.251844901
948	0.2518287213
949	0.2518140592
950	0.2518044682
951	0.2517971611
952	0.2517799591
953	0.2517636383
954	0.2517469269
955	0.2517316807
956	0.2517266119
957	0.2517169784
958	0.2517003974
959	0.2516867789
960	0.251673755
961	0.2516636254
962	0.2516485445
963	0.251637703
964	0.2516263059
965	0.2516126242
966	0.2515995671
967	0.2515862862
968	0.251576846
969	0.251563962
970	0.2515546046
971	0.2515455563
972	0.2515331529
973	0.2515178781
974	0.2515081054
975	0.2514980084
976	0.2514854212
977	0.2514825785
978	0.2514735943
979	0.251466789
980	0.2514535934
981	0.2514405192
982	0.2514268743
983	0.2514164279
984	0.2514057381
985	0.2513896767
986	0.2513804353
987	0.2513722343
988	0.2513627696
989	0.2513498216
990	0.2513339623
991	0.2513287447
992	0.2513228984
993	0.2513162492
994	0.251302357
995	0.2512833607
996	0.2512699681
997	0.2512610036
998	0.2512506731
999	0.2512413002
